num_opportunities,EMP_2016,EMP_2016,,ERP_2016,,,TZ16_CODE,,TZ16_NAME,Tz16_Area,,,,,,,
952,113352.9039,113352.9039,0,2625.679488,6.48E+01,,952,YES,Summer Hill Station_North,349592.8768,0,,,,,,
953,124479.3289,124479.3289,0,551.9331342,1.50E+01,,953,YES,Summer Hill Station_South,109748.0237,0,,,,,,
954,41311.49033,41311.49033,0,1486.761816,1.34E+01,,954,YES,Allied Mills,248630.2056,0,,,,,,
955,22205.10214,22205.10214,0,2638.147877,1.28E+01,,955,YES,Summer Hill_Henson St and Junction Rd,382112.2633,0,,,,,,
958,30960.7446,30960.7446,0,1226.918081,8.27E+00,,958,YES,Homebush Park Business Centre,944379.1145,0,,,,,,
959,9915.839012,9915.839012,0,2242.850155,4.84E+00,,959,YES,Campus Business Park,294570.243,0,,,,,,
960,13768.20939,13768.20939,0,2093.860117,6.28E+00,,960,YES,Courallie Ave and Telopea Ave,185105.1296,0,,,,,,
961,28828.62887,28828.62887,0,363.4442702,2.28E+00,,961,YES,Flemington Markets_Flemington Station,710720.0433,0,,,,,,
962,13431.31515,13431.31515,0,0.000113795,3.33E-07,,962,YES,Db Business Park,220747.9446,0,,,,,,
963,59156.79148,59156.79148,0,835.8848124,1.08E+01,,963,YES,Homebush Station_North,122450.185,0,,,,,,
964,39832.54193,39832.54193,0,4130.723931,3.58E+01,,964,YES,Homebush West Public School,248440.5456,0,,,,,,
965,17946.22328,17946.22328,0,1487.487579,5.81E+00,,965,YES,Homebush Boys High School,382803.2204,0,,,,,,
966,26131.92132,26131.92132,0,2625.377456,1.49E+01,,966,YES,Homebush Station_South,446590.4539,0,,,,,,
967,35399.70113,35399.70113,0,1165.513142,8.98E+00,,967,YES,Homebush_Parramatta Rd and Crane St,139223.9405,0,,,,,,
968,39253.08478,39253.08478,0,893.9403438,7.64E+00,,968,YES,Powells Creek,141406.6477,0,,,,,,
969,93465.79358,93465.79358,0,2793.378697,5.68E+01,,969,YES,Strathfield Station_North,163878.6773,0,,,,,,
970,150778.6139,150778.6139,0,1705.273915,5.60E+01,,970,YES,St John Of God Hospital Burwood,235445.6988,0,,,,,,
971,99679.65768,99679.65768,0,1649.093088,3.58E+01,,971,YES,Strathfield Station_South,70705.7051,0,,,,,,
972,10677.46171,10677.46171,0,1810.391659,4.21E+00,,972,YES,St Patricks College,901608.2298,0,,,,,,
973,20651.81091,20651.81091,0,1740.669175,7.83E+00,,973,YES,Strathfield Girls High School,573541.8492,0,,,,,,
974,53872.16381,53872.16381,0,4455.297011,5.23E+01,,974,YES,Strathfield_Saint Peter and Paul Cathedral,581261.3341,0,,,,,,
975,29532.68729,29532.68729,0,2386.029726,1.53E+01,,975,YES,Santa Sabina College,262502.5912,0,,,,,,
976,2113.309602,2113.309602,0,0.000106536,4.90E-08,,976,YES,Strathfield_Australia Post Letter Centre,446873.1917,0,,,,,,
977,10954.87923,10954.87923,0,1519.956767,3.63E+00,,977,YES,Chalmers Rd School,518717.0111,0,,,,,,
978,3082.518626,3082.518626,0,2123.349093,1.43E+00,,978,YES,Strathfield South High School,916381.3426,0,,,,,,
979,22360.2746,22360.2746,0,1518.106871,7.39E+00,,979,YES,Strathfield_Kingsland Rd and Llandilo Av,493280.1745,0,,,,,,
980,30688.75731,30688.75731,0,934.6666453,6.25E+00,,980,YES,Burwood_Emu St and Angel Rd,249419.6375,0,,,,,,
981,9729.719471,9729.719471,0,1678.139875,3.56E+00,,981,YES,Strathfield_Wallis Rd and Augusta St,555786.4694,0,,,,,,
982,23459.46316,23459.46316,0,1979.647372,1.01E+01,,982,YES,Strathfield South Primary School,471142.047,0,,,,,,
983,23665.96317,23665.96317,0,3726.066597,1.92E+01,,983,YES,Strathfield_SouthDean St and Water St,889224.308,0,,,,,,
984,3024.268264,3024.268264,0,16.93340339,1.12E-02,,984,YES,Enfield Marsharlling Yards_East Side,1617298.52,0,,,,,,
999,37481.17119,37481.17119,0,892.3247612,7.28E+00,,999,YES,Wentworthville_Veron St,239941.6907,0,,,,,,
1000,9102.390479,9102.390479,0,4493.102044,8.90E+00,,1000,YES,Girraween Public School,883282.1354,0,,,,,,
1001,5976.302988,5976.302988,0,15.16222228,1.97E-02,,1001,YES,Girraween Industrial Area,1107355.414,0,,,,,,
1002,10370.90003,10370.90003,0,2348.458647,5.30E+00,,1002,YES,Girraween High School,752986.3701,0,,,,,,
1003,13588.61627,13588.61627,0,2296.308281,6.79E+00,,1003,YES,Pendle Hill Station_South,356557.2264,0,,,,,,
1004,3823.204548,3823.204548,0,2678.90129,2.23E+00,,1004,YES,Pendle Hill_West,769744.5421,0,,,,,,
1005,4097.453189,4097.453189,0,2517.845014,2.25E+00,,1005,YES,Wentworthville_Layton St and Dunmore St,751410.1338,0,,,,,,
1006,46838.22196,46838.22196,0,1093.064524,1.11E+01,,1006,YES,Wentworthville Station_South,249561.5135,0,,,,,,
1007,103879.3089,103879.3089,0,2087.252214,4.72E+01,,1007,YES,Westmead Station_South,322920.2668,0,,,,,,
1008,4167.539356,4167.539356,0,1457.067515,1.32E+00,,1008,YES,Pendle Hill_East,583631.7697,0,,,,,,
1009,76153.40605,76153.40605,0,2433.983896,4.04E+01,,1009,YES,Westmead_M.J. Bennett Reserve,461530.8443,0,,,,,,
1010,31374.42986,31374.42986,0,1767.340945,1.21E+01,,1010,YES,Westmead,561106.992,0,,,,,,
1011,50970.11379,50970.11379,0,2736.291866,3.04E+01,,1011,YES,Westmead_Hawkesbury Rd and Amos St,605146.9479,0,,,,,,
1012,22159.26602,22159.26602,0,1851.581683,8.93E+00,,1012,YES,Wentworthville_Smith st and Garfield st,381183.172,0,,,,,,
1013,64062.24201,64062.24201,0,800.3150964,1.12E+01,,1013,YES,Mays Hill Cemetery,356026.5045,0,,,,,,
1014,898.8967064,898.8967064,0,490.225248,9.59E-02,,1014,YES,The Kings School,2182612.907,0,,,,,,
1015,58984.21447,58984.21447,0,549.9923233,7.06E+00,,1015,YES,North Parramatta,261032.6389,0,,,,,,
1016,36750.03388,36750.03388,0,2579.723706,2.06E+01,,1016,YES,North Parramatta_Belmore Park,592381.6039,0,,,,,,
1017,49383.04319,49383.04319,0,983.2056408,1.06E+01,,1017,YES,North Parramatta_Bellevue St and Burnside St,271917.5018,0,,,,,,
1018,54884.15701,54884.15701,0,249.0483285,2.98E+00,,1018,YES,Parramatta Correctional Centre,476675.2838,0,,,,,,
1019,81522.84738,81522.84738,0,2327.566002,4.13E+01,,1019,YES,North Parramatta_O'Connell St and Albert St,227143.8013,0,,,,,,
1020,52767.19291,52767.19291,0,2869.728924,3.30E+01,,1020,YES,North Parramatta_Buller St and Isabella St,387460.2697,0,,,,,,
1021,60585.03934,60585.03934,0,1820.687987,2.40E+01,,1021,YES,North Parramatta_Albert St and Sorrell St,144380.4524,0,,,,,,
1022,34607.63273,34607.63273,0,2315.160602,1.74E+01,,1022,YES,Parramatta_Webb St and Isabella St,764352.7157,0,,,,,,
1023,81270.30756,81270.30756,0,281.3528769,4.98E+00,,1023,YES,Parramatta_St Patricks Primary School,118149.561,0,,,,,,
1024,65851.11667,65851.11667,0,1319.847305,1.89E+01,,1024,YES,Parramatta_Grose St and Sorrell St,128574.5236,0,,,,,,
1025,89622.21987,89622.21987,0,19.3706589,3.78E-01,,1025,YES,Parramatta_Parramatta Stadium,342870.802,0,,,,,,
1026,80045.71793,80045.71793,0,2002.787831,3.49E+01,,1026,YES,Marsden Rehabilitation Centre,124479.9525,0,,,,,,
1027,70649.88282,70649.88282,0,2328.500232,3.58E+01,,1027,YES,Macarthur Girls High School,380438.5292,0,,,,,,
1028,56813.14789,56813.14789,0,1259.915958,1.56E+01,,1028,YES,Parramatta_Broughton St,296580.8431,0,,,,,,
1029,66460.97588,66460.97588,0,1674.886377,2.42E+01,,1029,YES,Parramatta_Morton St and Pemberton Ln,348565.613,0,,,,,,
1030,222862.4044,222862.4044,0,0.748727969,3.63E-02,,1030,YES,Parramatta_Horwood Pl and Macquarie St,47906.33718,0,,,,,,
1031,17856.72843,17856.72843,0,1505.939859,5.86E+00,,1031,YES,Darling Mills State Forest North Rocks,1660079.014,0,,,,,,
1032,2647.176045,2647.176045,0,2587.725425,1.49E+00,,1032,YES,Westfield North Rocks,1198126.155,0,,,,,,
1033,4836.413884,4836.413884,0,369.3923726,3.89E-01,,1033,YES,Pure Milk,937373.9999,0,,,,,,
1034,4410.515376,4410.515376,0,2687.861439,2.58E+00,,1034,YES,North Rocks,1131453.961,0,,,,,,
1035,8649.905449,8649.905449,0,1028.080904,1.94E+00,,1035,YES,North Rocks_Speers Road Reserve,439774.6156,0,,,,,,
1036,81009.52209,81009.52209,0,4.285270465,7.56E-02,,1036,YES,Westmead_WSU Westmead Campus,181182.5058,0,,,,,,
1037,33645.21563,33645.21563,0,1589.011121,1.16E+01,,1037,YES,Westmead_Darcy Rd and Bridge Rd,119639.7488,0,,,,,,
1038,14819.00457,14819.00457,0,1480.284065,4.78E+00,,1038,YES,Northmead,538215.5561,0,,,,,,
1039,12740.14451,12740.14451,0,1450.482685,4.02E+00,,1039,YES,Baulkham Hills_The Willows Retirement Village,528877.2207,0,,,,,,
1040,7906.143347,7906.143347,0,3261.39602,5.61E+00,,1040,YES,Northmead Plaza,1254810.465,0,,,,,,
1041,26806.8481,26806.8481,0,1128.288019,6.59E+00,,1041,YES,Moxham Park,641214.1911,0,,,,,,
1042,26846.9407,26846.9407,0,1645.868389,9.62E+00,,1042,YES,Northmead_Arthur Phillip Park,550905.8742,0,,,,,,
1043,51519.96806,51519.96806,0,861.8365894,9.67E+00,,1043,YES,James Ruse Business Park,186040.5439,0,,,,,,
1044,41989.39842,41989.39842,0,1748.61047,1.60E+01,,1044,YES,Coca-Cola,676133.6599,0,,,,,,
1045,54306.97248,54306.97248,0,518.5176063,6.13E+00,,1045,YES,Westmead Hospital,649945.6051,0,,,,,,
1046,55578.42776,55578.42776,0,1137.873898,1.38E+01,,1046,YES,Westmead Private Hospital,148187.1448,0,,,,,,
1047,38067.32171,38067.32171,0,2294.240743,1.90E+01,,1047,YES,Westmead_Railway St and Water St,181213.9116,0,,,,,,
1048,85503.28959,85503.28959,0,3984.305125,7.42E+01,,1048,YES,Westmead Station_North,266066.7725,0,,,,,,
1049,87658.835,87658.835,0,41.54808782,7.93E-01,,1049,YES,Parramatta CBD_Phillip St and Marsden St,78983.36438,0,,,,,,
1050,116456.3608,116456.3608,0,139.6224235,3.54E+00,,1050,YES,Garfield Barwick Law Courts Building,51132.11797,0,,,,,,
1051,66854.3384,66854.3384,0,8.468703115,1.23E-01,,1051,YES,Parramatta Regional Park,547205.4535,0,,,,,,
1052,93658.88147,93658.88147,0,22.37202729,4.56E-01,,1052,YES,Parramatta CBD_Crowne Plaza,86733.72565,0,,,,,,
1053,108129.7316,108129.7316,0,377.1265111,8.88E+00,,1053,YES,St. John's Cathedral,85431.14473,0,,,,,,
1054,92655.14738,92655.14738,0,103.3367737,2.08E+00,,1054,YES,Parramatta_Octagon Building,67697.42272,0,,,,,,
1055,148631.0872,148631.0872,0,11.54378289,3.74E-01,,1055,YES,Parramatta Station_North,53897.1915,0,,,,,,
1056,95825.51882,95825.51882,0,1952.958415,4.07E+01,,1056,YES,Parramatta High School,344678.4049,0,,,,,,
1057,126922.6238,126922.6238,0,740.5252304,2.05E+01,,1057,YES,Parramatta Public School,77315.70672,0,,,,,,
1058,110225.3007,110225.3007,0,112.501949,2.70E+00,,1058,YES,Westfield Parramatta CBD,109789.4487,0,,,,,,
1059,146307.3087,146307.3087,0,402.3032915,1.28E+01,,1059,YES,Parramatta Station_South,75871.99855,0,,,,,,
1060,77207.34782,77207.34782,0,946.0443652,1.59E+01,,1060,YES,Queens Wharf Park,301706.7553,0,,,,,,
1061,85316.49355,85316.49355,0,1085.297322,2.02E+01,,1061,YES,Elizabeth Farmhouse Rosehill,383328.797,0,,,,,,
1062,97162.75456,97162.75456,0,1101.712152,2.33E+01,,1062,YES,Harris Park_Albion St and Una St,120060.9643,0,,,,,,
1063,67267.35253,67267.35253,0,2615.841907,3.83E+01,,1063,YES,Parramatta_Bobart St and Glebe St,329486.1951,0,,,,,,
1064,66058.99644,66058.99644,0,557.6191762,8.02E+00,,1064,YES,Parramatta_Inkerman St and Dixon St,147740.6412,0,,,,,,
1065,73454.92444,73454.92444,0,1078.718162,1.73E+01,,1065,YES,Parramatta_High St and Raymond St,129743.5272,0,,,,,,
1066,56402.91845,56402.91845,0,614.8394056,7.55E+00,,1066,YES,Mays Hill,312357.4532,0,,,,,,
1067,57423.8132,57423.8132,0,3607.411521,4.51E+01,,1067,YES,Harris Park,347132.6229,0,,,,,,
1068,10124.45253,10124.45253,0,5.264339825,1.16E-02,,1068,YES,Rosehill Station,983029.404,0,,,,,,
1069,68965.06908,68965.06908,0,1709.553282,2.57E+01,,1069,YES,Harris Park Station,138733.8676,0,,,,,,
1070,35384.52513,35384.52513,0,2189.503217,1.69E+01,,1070,YES,Rosehill,271800.319,0,,,,,,
1071,6178.728176,6178.728176,0,0.000106287,1.43E-07,,1071,YES,Rosehill_Industrial Area,451611.7412,0,,,,,,
1072,52835.72444,52835.72444,0,2628.141387,3.02E+01,,1072,YES,Holroyd_Marsden St and Meehan St,274156.3082,0,,,,,,
1073,73372.34963,73372.34963,0,0.331184743,5.29E-03,,1073,YES,Parramatta Ferry Wharf,36970.51865,0,,,,,,
1074,88433.29057,88433.29057,0,0.000106287,2.05E-06,,1074,YES,Parramatta - Arthur Phillip High School,47318.77532,0,,,,,,
1075,15819.99323,15819.99323,0,1873.332983,6.45E+00,,1075,YES,Johnstons Bridge Winston Hills,698285.1309,0,,,,,,
1076,23782.44483,23782.44483,0,3632.495197,1.88E+01,,1076,YES,Toongabbie Station_East,1121578.712,0,,,,,,
1077,25795.0312,25795.0312,0,2899.608449,1.63E+01,,1077,YES,Baxter Healthcare,1169546.1,0,,,,,,
1078,10063.02952,10063.02952,0,2126.794479,4.66E+00,,1078,YES,Binalong Park,661281.8787,0,,,,,,
1079,17015.85571,17015.85571,0,1795.016061,6.65E+00,,1079,YES,Constitution Hill,539915.8759,0,,,,,,
1080,2587.797101,2587.797101,0,2206.429323,1.24E+00,,1080,YES,Pendle Hill High School,699131.2533,0,,,,,,
1081,29735.58054,29735.58054,0,2211.251647,1.43E+01,,1081,YES,Parabianga Reserve,626831.8615,0,,,,,,
1082,13667.93916,13667.93916,0,1101.398106,3.28E+00,,1082,YES,Pendle Hill Station_North,567137.4431,0,,,,,,
1083,5342.665958,5342.665958,0,2768.567084,3.22E+00,,1083,YES,Wentworthville,825904.2074,0,,,,,,
1084,42968.02942,42968.02942,0,1955.106671,1.83E+01,,1084,YES,Wentworthville Station_North,556184.6238,0,,,,,,
1085,83164.01821,83164.01821,0,1293.736086,2.34E+01,,1085,YES,Parramatta CBD_Angus Ln and Union St,41676.88606,0,,,,,,
1087,8995.972196,8995.972196,0,2030.786247,3.98E+00,,1087,YES,Baulkham Hills_Asquith Av and Melbourne Rd,666899.1645,0,,,,,,
1088,22888.5128,22888.5128,0,3451.884017,1.72E+01,,1088,YES,Winston Heights Primary School,1606202.382,0,,,,,,
1089,9321.129048,9321.129048,0,3206.317656,6.51E+00,,1089,YES,Winston Hills_Timbergetters Reserve,1024030.72,0,,,,,,
1090,4760.088232,4760.088232,0,2355.012081,2.44E+00,,1090,YES,Winston Hills_Reilleys Rd and Barnetts Rd,1043421.482,0,,,,,,
1091,6340.888151,6340.888151,0,0.000106287,1.47E-07,,1091,YES,Camellia_Station East,448880.337,0,,,,,,
1092,3960.07888,3960.07888,0,0.000106287,9.16E-08,,1092,YES,Rosehill_Industrial Area_East,1770994.764,0,,,,,,
1093,96455.81372,96455.81372,0,1227.870137,2.58E+01,,1093,YES,Rowland Hassall School,61157.20922,0,,,,,,
1095,91092.25404,91092.25404,0,1946.491353,3.86E+01,,1095,YES,Parramatta_Marsden St and Great Western Highway,64701.47167,0,,,,,,
1096,4398.410905,4398.410905,0,1212.132562,1.16E+00,,1096,YES,Carlingford_Boundary Rd,171412.2607,0,,,,,,
1097,67483.72761,67483.72761,0,1697.556417,2.49E+01,,1097,YES,Parramatta_Marsden St and Early St,97351.91617,0,,,,,,
1099,110121.1374,110121.1374,0,2261.012242,5.42E+01,,1099,YES,Parramatta_Jubilee Park,95491.85684,0,,,,,,
1100,2858.844047,2858.844047,0,1971.326337,1.23E+00,,1100,YES,Beecroft_Murray Farm Rd and Carawatha St,861609.9338,0,,,,,,
1101,3313.768105,3313.768105,0,3073.920023,2.22E+00,,1101,YES,Murray Farm Primary School,1486333.346,0,,,,,,
1102,8166.460181,8166.460181,0,3115.867881,5.54E+00,,1102,YES,Carlingford High School,1217671.33,0,,,,,,
1103,5714.535434,5714.535434,0,4030.784201,5.02E+00,,1103,YES,Carlingford,1337648.604,0,,,,,,
1104,4171.538123,4171.538123,0,988.9471299,8.98E-01,,1104,YES,Carlingford_Harold West Reserve,426856.1791,0,,,,,,
1105,9285.778055,9285.778055,0,3639.08802,7.36E+00,,1105,YES,Carlingford Court,887140.1746,0,,,,,,
1106,9385.084807,9385.084807,0,1633.028259,3.34E+00,,1106,YES,Carlingford Station,261148.3033,0,,,,,,
1107,8622.879541,8622.879541,0,3194.828977,6.00E+00,,1107,YES,Cumberland High School,1247402.861,0,,,,,,
1108,10018.25797,10018.25797,0,1399.012387,3.05E+00,,1108,YES,Carlingford_Marshall Rd and Kenny Pl,582782.7705,0,,,,,,
1109,6878.788188,6878.788188,0,2960.296519,4.43E+00,,1109,YES,Dundas Valley_Orchard St and Dunlop St,777919.2455,0,,,,,,
1110,9535.373085,9535.373085,0,651.7956149,1.35E+00,,1110,YES,Telopea_Calangara Park,166103.3829,0,,,,,,
1111,22162.80663,22162.80663,0,1393.360835,6.72E+00,,1111,YES,Dundas Station East,254691.6465,0,,,,,,
1112,37917.46775,37917.46775,0,538.138613,4.44E+00,,1112,YES,Dundas Station West,163567.3107,0,,,,,,
1113,4740.53224,4740.53224,0,1540.0353,1.59E+00,,1113,YES,Lottie Stewart Hospital,495355.4465,0,,,,,,
1114,2062.052122,2062.052122,0,2247.7829,1.01E+00,,1114,YES,St Patricks Marist College,973869.2202,0,,,,,,
1115,3286.241498,3286.241498,0,1991.751523,1.43E+00,,1115,YES,Ermington_Cowells Lane Reserve,713824.8106,0,,,,,,
1116,8834.240905,8834.240905,0,3084.791464,5.93E+00,,1116,YES,Dundas,673736.2804,0,,,,,,
1117,24336.30355,24336.30355,0,101.2304989,5.36E-01,,1117,YES,Western Sydney Parramatta Campus,220777.2959,0,,,,,,
1118,12532.6527,12532.6527,0,2897.750204,7.91E+00,,1118,YES,Ermington,848060.5514,0,,,,,,
1119,37904.54345,37904.54345,0,12.10858535,9.99E-02,,1119,YES,Dundas_Macquarie Boys High School,258575.3868,0,,,,,,
1120,20516.30472,20516.30472,0,13.0206153,5.82E-02,,1120,YES,Rydalmere Industrial Estate South,614928.4332,0,,,,,,
1121,7611.5158,7611.5158,0,7.451474937,1.23E-02,,1121,YES,Reckitt Benckiser,827575.1459,0,,,,,,
1122,35611.10701,35611.10701,0,3406.410546,2.64E+01,,1122,YES,Rydalmere John St Ferry Wharf,1264649.405,0,,,,,,
1123,16808.37468,16808.37468,0,2549.661326,9.33E+00,,1123,YES,George Kendall Riverside Reserve,1073452.17,0,,,,,,
1124,14467.78724,14467.78724,0,1998.527496,6.30E+00,,1124,YES,Ermington_River Rd and Lindsay Ave,644257.6887,0,,,,,,
1125,44116.57684,44116.57684,0,241.5345911,2.32E+00,,1125,YES,Rydalmere Industrial Estate East,584183.3444,0,,,,,,
1126,59556.80157,59556.80157,0,12.44402773,1.61E-01,,1126,YES,Rydalmere Station East,236775.7212,0,,,,,,
1127,2564.833352,2564.833352,0,1714.37497,9.57E-01,,1127,YES,Oatlands,609804.9026,0,,,,,,
1128,3247.124428,3247.124428,0,1727.58437,1.22E+00,,1128,YES,Dundas Valley,632383.186,0,,,,,,
1129,6298.627344,6298.627344,0,2590.212007,3.55E+00,,1129,YES,Telopea,507752.8274,0,,,,,,
1130,2332.056438,2332.056438,0,2192.912239,1.11E+00,,1130,YES,Allowah Childrens Hospital,626942.1729,0,,,,,,
1131,9792.15593,9792.15593,0,2414.089894,5.15E+00,,1131,YES,Telopea Station,506293.2813,0,,,,,,
1132,2487.942812,2487.942812,0,3945.638894,2.14E+00,,1132,YES,Burnside Shopping Centre,1258060.338,0,,,,,,
1133,2417.141317,2417.141317,0,949.4954794,5.00E-01,,1133,YES,Dundas_Quarry Rd and Fullford St,281709.1924,0,,,,,,
1134,5896.81489,5896.81489,0,1568.687882,2.01E+00,,1134,YES,Oatlands Golf Course_Dundas Station,1206728.808,0,,,,,,
1135,3439.528722,3439.528722,0,1351.004264,1.01E+00,,1135,YES,Telopea East,435523.1243,0,,,,,,
1198,4512.206812,4512.206812,0,522.9720888,5.14E-01,,1198,YES,James Ruse Agricultural High School,303906.4397,0,,,,,,
1200,6384.634456,6384.634456,0,4502.567137,6.26E+00,,1200,YES,Villawood Detention Centre,1311184.578,0,,,,,,
1201,8751.678443,8751.678443,0,2340.297733,4.46E+00,,1201,YES,Chester Hill_Elliston St and Hector St,601066.5233,0,,,,,,
1202,6898.31669,6898.31669,0,0.000107313,1.61E-07,,1202,YES,Leightonfield Station_North,793173.3439,0,,,,,,
1203,9068.827733,9068.827733,0,2698.545322,5.33E+00,,1203,YES,Chester Hill Station_North,710739.4978,0,,,,,,
1204,5858.373285,5858.373285,0,1690.444315,2.16E+00,,1204,YES,Sefton Station_North,660894.7369,0,,,,,,
1205,5523.004273,5523.004273,0,0.000107313,1.29E-07,,1205,YES,Villawood Industrial Area_Southern End_Leighton Station,1111920.462,0,,,,,,
1206,8510.359244,8510.359244,0,3519.494343,6.52E+00,,1206,YES,Chester Hill Station_South,894126.3127,0,,,,,,
1207,5891.850944,5891.850944,0,4444.650936,5.70E+00,,1207,YES,Sefton Station_South,1170813.442,0,,,,,,
1209,21139.26415,21139.26415,0,8.86E-05,4.08E-07,,1209,YES,Rosehill_Sydney Speedway,241870.6551,0,,,,,,
1210,12754.41902,12754.41902,0,4373.645299,1.21E+01,,1210,YES,Yennora Station_South,1493731.68,0,,,,,,
1211,7213.629725,7213.629725,0,234.6795383,3.69E-01,,1211,YES,Fairfield East Industrial Area,984408.9671,0,,,,,,
1212,9175.137755,9175.137755,0,2534.907577,5.06E+00,,1212,YES,Fairfield East,749667.6857,0,,,,,,
1213,11123.22132,11123.22132,0,1131.102543,2.74E+00,,1213,YES,Villawood Station,346860.2107,0,,,,,,
1214,9005.573159,9005.573159,0,2228.960392,4.37E+00,,1214,YES,Villawood North Pub School,482442.6965,0,,,,,,
1215,15796.75201,15796.75201,0,210.0040633,7.22E-01,,1215,YES,Villawood_Bunnings,142861.045,0,,,,,,
1216,7462.540674,7462.540674,0,3667.874201,5.96E+00,,1216,YES,Carramar Station,1015522.327,0,,,,,,
1217,2952.130525,2952.130525,0,1667.826386,1.07E+00,,1217,YES,Carramar Pub School,485837.7939,0,,,,,,
1218,38363.11988,38363.11988,0,1104.566495,9.23E+00,,1218,YES,Rosehill_Grey St,375883.818,0,,,,,,
1219,40949.62802,40949.62802,0,257.3812544,2.29E+00,,1219,YES,Granville_Albert St,209311.5878,0,,,,,,
1220,83899.61117,83899.61117,0,249.10797,4.55E+00,,1220,YES,Granville Station_North,144455.0204,0,,,,,,
1221,22570.80475,22570.80475,0,794.1803331,3.90E+00,,1221,YES,Granville_Walter St and Daniel St,233892.9244,0,,,,,,
1222,52437.80032,52437.80032,0,8.86E-05,1.01E-06,,1222,YES,Clyde Station_North,428584.5728,0,,,,,,
1223,13862.52152,13862.52152,0,2747.687398,8.29E+00,,1223,YES,Granville_William St and Carhullen St,431573.8227,0,,,,,,
1224,83605.74601,83605.74601,0,1061.722482,1.93E+01,,1224,YES,Granville Station_South,298347.5555,0,,,,,,
1225,12840.07483,12840.07483,0,1004.384765,2.81E+00,,1225,YES,TAFE Sw Granville College,302276.9702,0,,,,,,
1226,31613.47319,31613.47319,0,3738.563633,2.57E+01,,1226,YES,Granville,497979.2901,0,,,,,,
1227,33025.85571,33025.85571,0,8.86E-05,6.37E-07,,1227,YES,Clyde Station_South,159668.1268,0,,,,,,
1228,30063.89851,30063.89851,0,1480.007082,9.69E+00,,1228,YES,Merrylands Station_East,422833.2964,0,,,,,,
1229,7326.472346,7326.472346,0,1705.160277,2.72E+00,,1229,YES,Merrylands_Bertha St and Ethel St,415386.7609,0,,,,,,
1230,10633.46507,10633.46507,0,2495.698158,5.78E+00,,1230,YES,Granville_The Trongate and Membrey St,501063.7024,0,,,,,,
1231,7875.001379,7875.001379,0,5202.539889,8.92E+00,,1231,YES,Merrylands_Excelsior St and Lisgar St,935248.3585,0,,,,,,
1234,3537.95825,3537.95825,0,2109.972863,1.63E+00,,1234,YES,Pemulwuy North,607064.4435,0,,,,,,
1235,1722.022844,1722.022844,0,1880.975819,7.05E-01,,1235,YES,Greystanes High School,610348.6908,0,,,,,,
1236,2750.615538,2750.615538,0,2387.387874,1.43E+00,,1236,YES,Beresford Road Primary,680977.1752,0,,,,,,
1237,3831.934982,3831.934982,0,1086.996286,9.07E-01,,1237,YES,Greystanes_Wattle St and Gregory St,338418.3518,0,,,,,,
1238,3681.550312,3681.550312,0,0.000101306,8.12E-08,,1238,YES,Pemulwuy Industrial Area,2274451.329,0,,,,,,
1239,4122.59405,4122.59405,0,3088.960223,2.77E+00,,1239,YES,Pemulwuy,576312.2994,0,,,,,,
1240,2320.2162,2320.2162,0,2709.975616,1.37E+00,,1240,YES,Ringrose Public School,739137.9504,0,,,,,,
1241,2156.457034,2156.457034,0,3484.014903,1.64E+00,,1241,YES,Kippax Street Greystanes,1003133.936,0,,,,,,
1242,2748.029558,2748.029558,0,2641.979213,1.58E+00,,1242,YES,Greystanes Shopping Centre,849592.4996,0,,,,,,
1243,2538.470572,2538.470572,0,2451.28229,1.35E+00,,1243,YES,Greystanes,1267250.946,0,,,,,,
1244,1891.471898,1891.471898,0,3344.970362,1.38E+00,,1244,YES,Greystanes_Dahlia St and Macquarie Rd,988537.8848,0,,,,,,
1245,6068.551674,6068.551674,0,2103.97294,2.78E+00,,1245,YES,Holroyd High School,792807.4574,0,,,,,,
1246,20108.65915,20108.65915,0,0.000101306,4.44E-07,,1246,YES,Gipps Rd Sporting Complex,1099602.03,0,,,,,,
1249,8423.59843,8423.59843,0,1653.461494,3.03E+00,,1249,YES,Granville_Clyde St and Mona St,460990.259,0,,,,,,
1250,3959.194567,3959.194567,0,1170.104804,1.01E+00,,1250,YES,Guildford_Harold St and Oxford St,383835.3724,0,,,,,,
1251,6259.944904,6259.944904,0,2649.527246,3.61E+00,,1251,YES,Bright Park,557484.9718,0,,,,,,
1252,7241.518842,7241.518842,0,3421.919415,5.40E+00,,1252,YES,Dellwood Shopping Centre,798892.036,0,,,,,,
1253,27088.51572,27088.51572,0,2298.818854,1.36E+01,,1253,YES,Guildford Station_East,358062.1443,0,,,,,,
1254,9601.537392,9601.537392,0,3938.613335,8.23E+00,,1254,YES,Guildford_Guildford Rd and West St,780135.2084,0,,,,,,
1255,10889.51072,10889.51072,0,2648.807972,6.28E+00,,1255,YES,Blaxcell St Public School,686259.4278,0,,,,,,
1256,9236.574258,9236.574258,0,3514.012522,7.07E+00,,1256,YES,Granville South High School,1590445.336,0,,,,,,
1257,6646.865557,6646.865557,0,777.734358,1.13E+00,,1257,YES,South Granville Industrial Area,1168313.002,0,,,,,,
1260,3312.268994,3312.268994,0,2279.199565,1.64E+00,,1260,YES,Coolabah Shopping Centre,799201.861,0,,,,,,
