source_path,package_path,decision,role,rationale,source_bytes
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_2001.ipynb,code/notebooks_as_py/lva_2001.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,212921
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_2001_v2.ipynb,code/notebooks_stripped/lva_2001_v2.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,75228
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_2001_v2.ipynb,code/notebooks_as_py/lva_2001_v2.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,75228
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_2056_stage1&2.ipynb,code/notebooks_stripped/lva_2056_stage1&2.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,84338
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_2056_stage1&2.ipynb,code/notebooks_as_py/lva_2056_stage1_2.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,84338
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_2056_stage1.ipynb,code/notebooks_stripped/lva_2056_stage1.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,66896
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_2056_stage1.ipynb,code/notebooks_as_py/lva_2056_stage1.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,66896
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Bradfield_full.ipynb,code/notebooks_stripped/lva_Bradfield_full.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,66543
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Bradfield_full.ipynb,code/notebooks_as_py/lva_bradfield_full.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,66543
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Bradfield_malabar&sydenham.ipynb,code/notebooks_stripped/lva_Bradfield_malabar&sydenham.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,66585
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Bradfield_malabar&sydenham.ipynb,code/notebooks_as_py/lva_bradfield_malabar_sydenham.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,66585
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Bradfield_malabar.ipynb,code/notebooks_stripped/lva_Bradfield_malabar.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,66562
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Bradfield_malabar.ipynb,code/notebooks_as_py/lva_bradfield_malabar.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,66562
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Bradfield_sydenham.ipynb,code/notebooks_stripped/lva_Bradfield_sydenham.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,66560
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Bradfield_sydenham.ipynb,code/notebooks_as_py/lva_bradfield_sydenham.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,66560
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Bradfield_vaucluse.ipynb,code/notebooks_stripped/lva_Bradfield_vaucluse.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,66526
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Bradfield_vaucluse.ipynb,code/notebooks_as_py/lva_bradfield_vaucluse.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,66526
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Mills.ipynb,code/notebooks_stripped/lva_Mills.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,58299
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Mills.ipynb,code/notebooks_as_py/lva_mills.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,58299
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Mills_metro.ipynb,code/notebooks_stripped/lva_Mills_metro.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,66587
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Mills_metro.ipynb,code/notebooks_as_py/lva_mills_metro.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,66587
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Millsv2.ipynb,code/notebooks_stripped/lva_Millsv2.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,66708
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_Millsv2.ipynb,code/notebooks_as_py/lva_millsv2.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,66708
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_alt_metro_v2.ipynb,code/notebooks_stripped/lva_alt_metro_v2.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,77887
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_alt_metro_v2.ipynb,code/notebooks_as_py/lva_alt_metro_v2.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,77887
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_alternative_metro.ipynb,code/notebooks_stripped/lva_alternative_metro.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,200148
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_alternative_metro.ipynb,code/notebooks_as_py/lva_alternative_metro.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,200148
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_alternative_metro_lightrail_coogee.ipynb,code/notebooks_stripped/lva_alternative_metro_lightrail_coogee.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,179073
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_alternative_metro_lightrail_coogee.ipynb,code/notebooks_as_py/lva_alternative_metro_lightrail_coogee.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,179073
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_alternative_metro_lightrail_maroubra.ipynb,code/notebooks_stripped/lva_alternative_metro_lightrail_maroubra.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,179073
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_alternative_metro_lightrail_maroubra.ipynb,code/notebooks_as_py/lva_alternative_metro_lightrail_maroubra.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,179073
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_alternative_metro_lightrail_maroubra_coogee.ipynb,code/notebooks_stripped/lva_alternative_metro_lightrail_maroubra_coogee.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,179098
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_alternative_metro_lightrail_maroubra_coogee.ipynb,code/notebooks_as_py/lva_alternative_metro_lightrail_maroubra_coogee.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,179098
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_base.ipynb,code/notebooks_stripped/lva_base.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,183510
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_base.ipynb,code/notebooks_as_py/lva_base.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,183510
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_lightrail_extension.ipynb,code/notebooks_stripped/lva_lightrail_extension.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,64768
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_lightrail_extension.ipynb,code/notebooks_as_py/lva_lightrail_extension.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,64768
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_lightrail_extensive.ipynb,code/notebooks_stripped/lva_lightrail_extensive.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,66724
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_lightrail_extensive.ipynb,code/notebooks_as_py/lva_lightrail_extensive.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,66724
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_lightrail_oxford_st.ipynb,code/notebooks_stripped/lva_lightrail_oxford_st.ipynb,included_stripped,analysis_code_notebook,Notebook code retained while bulky execution outputs are removed for a reviewable public GitHub package.,66683
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/lva_lightrail_oxford_st.ipynb,code/notebooks_as_py/lva_lightrail_oxford_st.py,included_export,analysis_code_python_export,Plain Python export added to make the notebook code searchable and diffable.,66683
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/filtered_merge.csv,data/source_inputs/travel_zone_population_jobs/filtered_merge_travel_zones_population_jobs.csv,included,source_input_table,"Travel-zone geometry, employment, and population table used by the notebooks.",16687026
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/sorted_TZ_NSW_2016.cpg,data/source_inputs/tfnsw_travel_zones_2016/sorted_TZ_NSW_2016.cpg,included,source_spatial_file,TfNSW travel-zone spatial layer used as the analysis grid.,10
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/sorted_TZ_NSW_2016.dbf,data/source_inputs/tfnsw_travel_zones_2016/sorted_TZ_NSW_2016.dbf,included,source_spatial_file,TfNSW travel-zone spatial layer used as the analysis grid.,462364
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/sorted_TZ_NSW_2016.prj,data/source_inputs/tfnsw_travel_zones_2016/sorted_TZ_NSW_2016.prj,included,source_spatial_file,TfNSW travel-zone spatial layer used as the analysis grid.,462
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/sorted_TZ_NSW_2016.shp,data/source_inputs/tfnsw_travel_zones_2016/sorted_TZ_NSW_2016.shp,included,source_spatial_file,TfNSW travel-zone spatial layer used as the analysis grid.,38473312
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/sorted_TZ_NSW_2016.shx,data/source_inputs/tfnsw_travel_zones_2016/sorted_TZ_NSW_2016.shx,included,source_spatial_file,TfNSW travel-zone spatial layer used as the analysis grid.,30164
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/NEW ROUTE.txt,documentation/source_notes/NEW_ROUTE.txt,included,route_note,Local route note retained as source context.,35987
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/Layers/Existing Lightrail.gpkg,data/route_geometries/Existing Lightrail.gpkg,included,route_geometry,Compact route geometry layer.,106496
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/Layers/Lightrail Extension.gpkg,data/route_geometries/Lightrail Extension.gpkg,included,route_geometry,Compact route geometry layer.,98304
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Code/Layers.zip,data/route_geometries/Layers.zip,included,route_geometry_archive,Small route-geometry archive.,18896
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/1974 Proposal/1974 30 min accessibility v2.csv,data/results_and_gis/1974 Proposal/1974 30 min accessibility v2.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",150070
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/1974 Proposal/1974 45 min accessibility v2.csv,data/results_and_gis/1974 Proposal/1974 45 min accessibility v2.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",152861
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/1974 Proposal/1974 45mins.qpt,data/results_and_gis/1974 Proposal/1974 45mins.qpt,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",88907
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/1974 Proposal/1974 60 min accessibility v2.csv,data/results_and_gis/1974 Proposal/1974 60 min accessibility v2.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",152567
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/1974 Proposal/1974 LVA.csv,data/results_and_gis/1974 Proposal/1974 LVA.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",388314
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/1974 Proposal/1974 LVA.xlsm,data/results_and_gis/1974 Proposal/1974 LVA.xlsm,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",477476
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/1974 Proposal/1974 LVA_v2.csv,data/results_and_gis/1974 Proposal/1974 LVA_v2.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",359455
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/1974 Proposal/Accessibility Map 1974.qgz,data/results_and_gis/1974 Proposal/Accessibility Map 1974.qgz,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",48183
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/1974 Proposal/Accessibility Map 1974v2.qgz,data/results_and_gis/1974 Proposal/Accessibility Map 1974v2.qgz,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",56123
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/1974 Proposal/TravelZone_Uplift.csv,data/results_and_gis/1974 Proposal/TravelZone_Uplift.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",309326
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/2001 30 min accessibility.csv,data/results_and_gis/2001 Proposal/2001 30 min accessibility.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",150030
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/2001 45 min accessibility.csv,data/results_and_gis/2001 Proposal/2001 45 min accessibility.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",152636
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/2001 60 min accessibility.csv,data/results_and_gis/2001 Proposal/2001 60 min accessibility.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",151542
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/2001 LVA.xlsm,data/results_and_gis/2001 Proposal/2001 LVA.xlsm,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",460642
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/2001 LVAv2.csv,data/results_and_gis/2001 Proposal/2001 LVAv2.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",367311
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/2001 LVAv2.xlsm,data/results_and_gis/2001 Proposal/2001 LVAv2.xlsm,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",317788
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/2001 template.qpt,data/results_and_gis/2001 Proposal/2001 template.qpt,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",74528
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/AM LR Option 1.gpkg,data/results_and_gis/2001 Proposal/AM LR Option 1.gpkg,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",106496
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/Accessibility Map 2001 LVA.qgz,data/results_and_gis/2001 Proposal/Accessibility Map 2001 LVA.qgz,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",147796
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/Accessibility Map 2001.qgz,data/results_and_gis/2001 Proposal/Accessibility Map 2001.qgz,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",45498
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/Accessibility Map 2001v2.qgz,data/results_and_gis/2001 Proposal/Accessibility Map 2001v2.qgz,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",74751
