num_opportunities,Base 30 Mins,Base 45 Mins,Base 60 Mins,ERP_2016,TZ16_CODE,,TZ16_NAME,Tz16_Area,SA2_Name16
539,503027.8145,884773.9143,1272131.285,1566.52546,539,YES,Edgecliff Station,158550.2937,Double Bay - Bellevue Hill
540,10752.94736,222554.1952,653720.5399,2089.486246,540,YES,Bellevue Hill_Drumalbyn Rd and Beresford Rd,499799.2363,Double Bay - Bellevue Hill
541,288456.4343,694681.9719,1100117.198,1364.232267,541,YES,Edgecliff_Manning Rd and Court Rd,183763.255,Double Bay - Bellevue Hill
542,31867.56312,474020.4629,806393.8131,1431.665336,542,YES,Bellevue Hill_Carlotta Rd,303154.6217,Double Bay - Bellevue Hill
543,24679.21497,313964.0881,711747.6352,1124.40323,543,YES,Bellevue Hill South,248536.1589,Double Bay - Bellevue Hill
544,24217.01169,310253.0069,701348.4105,1299.806394,544,YES,Bellevue Hill_Suttie Rd and Ranfurley Rd,351842.6058,Double Bay - Bellevue Hill
545,36291.22748,504315.6136,826451.8866,3892.064883,545,YES,Bellevue Park,420914.7799,Double Bay - Bellevue Hill
548,6632.596415,34289.2754,240745.0979,3087.921967,548,YES,Diamond Bay,406087.3661,Dover Heights
549,6319.232767,36004.94314,330597.5378,3260.416726,549,YES,Dover Heights_Portland St and Lancaster Rd,571988.2232,Dover Heights
550,19062.92717,96180.54888,585143.9817,3392.433596,550,YES,Dover Heights High School,361923.9952,Dover Heights
551,8137.571854,34025.32045,327992.0021,1781.22771,551,YES,Dover Heights,526869.6899,Dover Heights
554,178435.1173,611141.2849,978622.9953,163.8517859,554,YES,White City,110978.1811,Paddington - Moore Park
555,297712.7162,687591.768,1064275.188,1897.676492,555,YES,The Scottish Hospital,170257.5938,Paddington - Moore Park
556,402571.5979,779965.0996,1167884.604,1619.075333,556,YES,Paddington,148291.2831,Paddington - Moore Park
557,227066.4277,660022.7182,1002102.949,2693.797695,557,YES,Five Ways Paddington,252131.1629,Paddington - Moore Park
558,303165.2181,699025.6445,1078378.438,2634.967264,558,YES,Paddington_Elizabeth St and Hargrave St,315197.5883,Paddington - Moore Park
559,394301.3813,779948.7172,1175393.912,1207.292551,559,YES,Paddington_University of NSW,98502.78833,Paddington - Moore Park
560,206737.0978,634570.8102,968361.9451,159.2700973,560,YES,Victoria Barracks,158442.6301,Paddington - Moore Park
561,242560.9741,659407.0154,1000601.844,1552.136504,561,YES,Paddington_Elizabeth St and Paddington St,147485.2547,Paddington - Moore Park
562,283675.4516,697337.6709,1030261.588,1558.450175,562,YES,Regent St and Stewart St,127589.1863,Paddington - Moore Park
563,340554.2502,748919.6591,1090556.433,222.0617395,563,YES,Paddington Markets,73325.69186,Paddington - Moore Park
564,84255.66259,603815.8468,981813.4798,2536.982929,564,YES,Cooks Rd and Mitchell St,250452.8799,Paddington - Moore Park
565,142798.0103,680613.8181,1034483.255,0.000103157,565,YES,Sydney Cricket Ground,855654.2061,Paddington - Moore Park
566,168280.9708,707490.8363,1077620.026,0.000103157,566,YES,Moore Park Golf Course,730212.9847,Paddington - Moore Park
567,88993.96962,583463.1878,954962.7429,34.56020565,567,YES,Moore Park Supacenta,279379.7577,Paddington - Moore Park
570,1746.533132,10352.75193,124340.0808,899.343123,570,YES,Watsons Bay Ferry Wharf,606436.4127,Rose Bay - Vaucluse - Watsons Bay
571,4219.406737,32003.19624,298894.8357,1877.192457,571,YES,Parsley Bay,621630.3925,Rose Bay - Vaucluse - Watsons Bay
572,5662.193709,33929.63133,367027.4184,1662.924016,572,YES,Nielsen Park,1104113.262,Rose Bay - Vaucluse - Watsons Bay
573,9370.568323,53973.09356,509767.6747,2091.703634,573,YES,Rose Bay Towns Rd,519201.6267,Rose Bay - Vaucluse - Watsons Bay
574,10147.71408,146466.7799,588063.4819,3546.087232,574,YES,Rose Bay Ferry Wharf,1497776.821,Rose Bay - Vaucluse - Watsons Bay
575,3235.722042,15778.73962,127784.9854,2492.749538,575,YES,Vaucluse_Lighthouse Reserve Dunbar_Head,777348.1317,Rose Bay - Vaucluse - Watsons Bay
577,100875.2743,583245.8705,945346.6883,2646.404527,577,YES,Wolper Jewish Hospital,402151.3818,Woollahra
578,180165.151,633523.5325,979334.4836,3113.072967,578,YES,Woollahra Galleries,446630.0753,Woollahra
579,340741.1668,725873.6898,1137053.725,1503.44136,579,YES,Woollahra,258314.2592,Woollahra
580,103161.0335,608110.0942,957039.6639,794.0811464,580,YES,Cooper Park,171059.2285,Woollahra
600,36623.22002,358476.5619,744860.3498,1436.253013,600,YES,Clovelly_Knox St and Greville St,211226.161,Coogee - Clovelly
601,19013.9567,154627.2753,644632.7553,3357.915455,601,YES,Clovelly_Clifton Rd and Burnie St,540224.5569,Coogee - Clovelly
602,31121.91487,328399.3535,746517.6799,3370.899661,602,YES,Coogee,462768.0292,Coogee - Clovelly
603,17824.36643,149384.2029,647929.9365,3306.36293,603,YES,Coogee Palace Shopping Centre,429383.9446,Coogee - Clovelly
604,31793.69648,184477.1358,707446.5951,4246.706777,604,YES,Coogee Beach,418759.2475,Coogee - Clovelly
605,33606.65756,192936.333,715113.9001,2809.125173,605,YES,Coogee_Mount St and Dudley St,307450.2875,Coogee - Clovelly
606,29044.1491,153207.4037,695182.208,2864.9511,606,YES,Coogee_Wylies Baths,329850.8301,Coogee - Clovelly
607,17435.51754,72016.14748,535576.1231,1713.915258,607,YES,South Coogee,321746.5012,Coogee - Clovelly
608,23136.88817,73123.36909,587367.9984,4189.870633,608,YES,South Coogee Primary School,808431.7387,Coogee - Clovelly
609,75617.0236,625790.5291,952798.6245,2934.489672,609,YES,Kingsford_Town Centre,197602.531,Kingsford
610,38289.7653,301541.8746,762655.4015,1269.013158,610,YES,Kensington_Tresidder Ave,274251.3279,Kingsford
611,207488.0945,773021.1403,1134748.328,3474.275445,611,YES,Kokoda Memorial Park,294725.8861,Kensington (NSW)
612,37665.7225,542270.8624,911262.4784,3195.47453,612,YES,Kensington_Todman Av and Baker St,517066.7403,Kensington (NSW)
613,223122.3921,794252.7212,1140106.689,2818.870227,613,YES,Kensington Public School,225722.8588,Kensington (NSW)
614,36675.46885,504259.9724,894085.1554,1862.873811,614,YES,Kensington,392001.6414,Kensington (NSW)
615,60481.51858,567068.7821,942035.9583,3412.731785,615,YES,University of NSW,420582.6233,Kensington (NSW)
616,21173.51893,268451.0156,780993.3417,0.000105442,616,YES,Australian Golf Course,637441.9101,Kensington (NSW)
617,36317.41636,538125.9355,904031.5752,946.7740973,617,YES,Kensington Park,150105.5514,Kensington (NSW)
618,70816.30731,606883.2239,956780.2812,2732.47367,618,YES,Kingsford_Castellorizian Club,163333.4967,Kingsford
619,32321.08217,469484.6155,872674.3586,3341.57924,619,YES,Kingsford_Kennedy St and Middle St,266386.2606,Kingsford
620,38628.57284,512226.6804,877329.4386,2086.514038,620,YES,Kingsford_Botany St and Sturt St,354172.6748,Kingsford
621,39478.27196,536789.084,888171.9346,2932.508341,621,YES,Kingsford,527864.8707,Kingsford
622,40987.50507,482049.5054,859972.715,1130.421881,622,YES,Kingsford_Borrowdale Rd,226714.7411,Kingsford
624,19080.80783,67832.26323,503871.5761,2806.933987,624,YES,Matraville_Eastern Rd and Beauchamp Rd,525263.5531,Malabar - La Perouse - Chifley
625,17223.30088,61604.89234,454646.541,1756.790345,625,YES,Matraville,405074.0814,Malabar - La Perouse - Chifley
626,492.7850103,3835.581352,24235.37775,1751.210111,626,YES,Anzac Rifle Range,2425211.843,Malabar - La Perouse - Chifley
627,14787.8065,50891.68923,431776.1093,2607.361208,627,YES,Matraville_Menin Av and Flinders St,687136.5731,Malabar - La Perouse - Chifley
628,14843.49449,49450.80787,260402.1256,2169.228841,628,YES,Port Botany Business Park_East,453949.0315,Malabar - La Perouse - Chifley
629,14805.54212,50523.22728,404636.8669,4121.724933,629,YES,Matraville High School,1336944.599,Malabar - La Perouse - Chifley
630,14860.12207,47515.13594,450944.2315,1960.764054,630,YES,Long Bay,421826.5991,Malabar - La Perouse - Chifley
631,8389.697733,42536.30022,458714.643,2094.455807,631,YES,Randwick Golf Club,720115.4683,Malabar - La Perouse - Chifley
632,4017.505886,31227.07346,182262.2633,2658.483962,632,YES,La Perouse Museum,1357189.203,Malabar - La Perouse - Chifley
633,5557.376103,33280.22568,188164.8091,2347.967828,633,YES,Prince Henry Hospital,1015243.234,Malabar - La Perouse - Chifley
634,3296.027619,20582.93308,84572.68547,770.0788126,634,YES,Congwong Beach,681547.0269,Malabar - La Perouse - Chifley
635,240.5971844,2656.080416,16009.73895,0.000112281,635,YES,NSW Golf Club_St Michaels Golf Club,1775609.405,Malabar - La Perouse - Chifley
636,33288.51613,407756.9253,813690.1609,2509.102249,636,YES,Maroubra Junction Public School,337262.1267,Maroubra - North
637,34250.60272,431063.7522,848985.8386,3839.253404,637,YES,Stocklands Mall Maroubra,230904.9695,Maroubra - West
638,11018.89361,91931.68838,640522.6199,2897.230666,638,YES,Maroubra High School,484029.7914,Maroubra - North
639,9939.071995,58068.45914,536722.9264,1624.390985,639,YES,Maroubra_Storey St and Amour Ave,389079.5396,Maroubra - North
640,27721.0511,191680.3476,706479.1362,4261.859826,640,YES,South Sydney High School,850737.9978,Maroubra - West
641,18885.37395,75046.13917,548632.8254,3427.2761,641,YES,Maroubra_Torrington Rd and Duncan St,597927.8522,Maroubra - North
642,16338.67324,139304.7448,671484.3902,1963.641114,642,YES,Maroubra_Robey St and Wise St,315118.2129,Maroubra - West
643,12034.13349,73876.64208,639023.9942,3018.346944,643,YES,Maroubra Mons Ave,507125.2853,Maroubra - South
644,27329.85053,97428.53608,623786.5615,2470.46551,644,YES,Maroubra Beach,622258.0437,Maroubra - South
645,14236.28282,70807.9548,598318.3382,752.245656,645,YES,Heffron Park,646452.8357,Maroubra - West
646,12968.25432,54273.33149,564316.9964,3673.660808,646,YES,Coral Sea Park,550035.0737,Maroubra - South
647,12496.16507,55474.78196,519095.3274,2187.526738,647,YES,South Maroubra Village Shopping Centre,382200.2073,Maroubra - South
650,30705.8457,472798.9428,861827.21,2866.818739,650,YES,Randwick_Monmouth St and Stephen St,333322.2926,Randwick - North
651,45071.26822,480779.715,867778.0234,3678.510945,651,YES,Randwick_Park Av and Gilderthorpe Av,400869.0961,Randwick - North
652,27093.59722,495984.4995,885015.7556,2263.025805,652,YES,Roma Private Hospital,313533.0653,Randwick - North
653,45654.62447,437161.7269,836965.2864,1511.78053,653,YES,Clovelly_Bishops Ave and Douglas St,167658.635,Randwick - North
654,162619.7028,639860.3358,992389.6168,2687.485296,654,YES,Randwick North High School,285675.5686,Randwick - North
655,31310.22764,422992.3873,836755.8131,4841.378685,655,YES,Randwick,431904.8266,Randwick - North
656,220385.3483,744627.5205,1104564.164,70.04046825,656,YES,Randwick Racecourse,871293.0536,Randwick - South
657,50289.98054,549606.0851,922206.0393,4472.002741,657,YES,Randwick Plaza,426259.2744,Randwick - South
658,31434.61336,347926.4071,790822.2951,2308.031923,658,YES,Coogee St,243430.3245,Randwick - South
659,29674.37995,291904.8614,797337.6848,651.0972864,659,YES,Prince of Wales Hospital,206269.2045,Randwick - South
660,34998.11854,441757.5454,853986.7166,3216.795286,660,YES,St Pauls,381568.6224,Randwick - South
661,35998.7527,298925.78,773754.8833,2205.192446,661,YES,Coogee_Canberra St and Creer St,326162.9873,Randwick - South
662,14784.06029,47690.08571,509482.509,810.3315117,662,YES,Navy Oval,691520.5265,Randwick - South
663,31694.65773,263689.7261,761800.2736,225.5083378,663,YES,Randwick Boys High School_Randwick Girls High School,220232.7969,Randwick - South
664,8330.301557,63716.93844,671864.2069,2758.692998,664,YES,Breakfast Point,271053.5443,Concord - Mortlake - Cabarita
665,30626.60337,560841.3927,1054766.544,1511.593588,665,YES,Concord_Rothwell Park,343129.3711,Concord - Mortlake - Cabarita
666,292110.3162,837432.2889,1425845.378,1567.136113,666,YES,Burwood_Milton St,169927.9048,Burwood - Croydon
667,39983.5855,201655.3458,1105269.828,696.7393891,667,YES,Rhodes_North Eastern Side,318140.2075,Concord West - North Strathfield
668,58212.03563,664039.7039,1396795.28,2117.934632,668,YES,Rhodes Station_West,113226.0318,Concord West - North Strathfield
700,8330.301557,63716.93844,656567.8371,2009.130965,700,YES,Mortlake,276720.6013,Concord - Mortlake - Cabarita
701,3446.323634,30224.02979,467385.4678,2793.43229,701,YES,Cabarita Point Ferry Wharf,712007.2399,Concord - Mortlake - Cabarita
702,13560.35079,172019.2556,799764.5647,3371.898018,702,YES,Concord_Anderson Rd and Brays Rd,857375.8279,Concord - Mortlake - Cabarita
703,11459.47284,130732.8981,733438.2103,2223.251486,703,YES,Concord,1184309.538,Concord - Mortlake - Cabarita
704,9695.167467,95485.63046,718207.5865,2115.448138,704,YES,Bayview Park Ferry Wharf,809045.9273,Concord - Mortlake - Cabarita
705,55727.41116,588835.6974,1182686.344,2363.330331,705,YES,Concord_Cross St and Wellbank St,580439.2782,Concord - Mortlake - Cabarita
706,54658.28907,618718.5416,1125994.219,1409.481407,706,YES,Westside Private Hospital,645827.261,Concord - Mortlake - Cabarita
707,29504.42364,538324.2271,1133504.238,2203.74078,707,YES,Queen Elizabeth Park,628152.1044,Concord - Mortlake - Cabarita
710,38506.50258,208977.678,1155837.282,6234.69816,710,YES,Rhodes_Walker St and Darling Ave,163556.3627,Concord West - North Strathfield
711,61727.29458,719435.8105,1414763.864,95.91051375,711,YES,Rhodes Station_East,221686.0277,Concord West - North Strathfield
712,44955.68677,303729.89,1220735.721,3415.120023,712,YES,Rhodes_South Western Side,187827.8167,Concord West - North Strathfield
713,25325.9155,179082.4899,986783.2856,1613.208144,713,YES,Concord West,484794.4156,Concord West - North Strathfield
714,20072.93551,83507.19312,796301.7246,2455.254973,714,YES,Liberty Grove,227720.8271,Concord West - North Strathfield
715,17729.65975,61653.92526,511907.7714,59.03959299,715,YES,Concord Repatriation General Hospital,794976.0913,Concord West - North Strathfield
716,16584.69556,171493.9886,914289.5439,1894.4172,716,YES,Concord_WestQuandong St and Myall St,501542.15,Concord West - North Strathfield
717,10231.45579,46877.66155,247892.6897,1554.016919,717,YES,Concord West Station_West,641530.1681,Concord West - North Strathfield
718,30682.4195,403620.6655,1156202.518,2299.222799,718,YES,Concord West Station_East,595504.4009,Concord West - North Strathfield
719,233001.2857,843943.7991,1478434.932,604.5423487,719,YES,North Strathfield Station_West,165311.798,Concord West - North Strathfield
720,35595.16659,559568.8593,1190381.48,576.5268472,720,YES,North Strathfield_Princess Ave,158518.1193,Concord West - North Strathfield
723,36384.60552,579893.0837,1094792.323,2509.848709,723,YES,Drummoyne Wharf,420127.0854,Drummoyne - Rodd Point
724,12836.69597,459213.609,919138.2628,1338.090531,724,YES,Drummoyne,288756.2822,Drummoyne - Rodd Point
725,123856.0983,629308.9916,1113954.381,3723.574557,725,YES,Birkenhead Wharf and Shopping Centre,725957.948,Drummoyne - Rodd Point
726,9338.961236,335287.2468,819309.1241,3718.9361,726,YES,Russell Lea,646772.11,Drummoyne - Rodd Point
727,12736.41536,432270.0703,880030.0879,2574.728544,727,YES,Drummoyne Boys High School,527363.4697,Drummoyne - Rodd Point
728,10960.74065,413801.5051,870999.0674,3013.455818,728,YES,Rodd Point,745212.9525,Drummoyne - Rodd Point
731,7708.392365,497472.8089,941581.0964,2341.531687,731,YES,Abbotsford Ferry Wharf,434541.0724,Five Dock - Abbotsford
732,9750.13001,340770.9955,806528.343,2537.408848,732,YES,Chiswick Wharf,478491.5746,Five Dock - Abbotsford
733,60076.38911,600620.8346,1059884.294,3264.775049,733,YES,Abbotsford Public School,531786.7901,Five Dock - Abbotsford
734,96731.79503,642789.5762,1100479.395,3293.934418,734,YES,Wareemba,664692.2581,Five Dock - Abbotsford
735,19869.14712,360184.2618,888504.0423,2697.592473,735,YES,Canada Bay,813245.3531,Five Dock - Abbotsford
736,527613.7447,973510.8842,1494061.423,133.0827586,736,YES,Five Dock_Gt North Rd and Second Ave,37890.82723,Five Dock - Abbotsford
737,164880.4981,706906.3417,1161913.196,3190.2116,737,YES,Five Dock,868277.2658,Five Dock - Abbotsford
738,327384.5241,766954.1648,1296339.426,1617.107872,738,YES,Five Dock Public School,333086.3294,Five Dock - Abbotsford
739,104718.4164,688364.7887,1285517.724,1370.251922,739,YES,North Strathfield_Pomeroy St and George St,143706.8429,Concord West - North Strathfield
740,59704.7189,675324.3031,1314005.852,8.47E-05,740,YES,Bakehouse Quarter,105820.0645,Concord West - North Strathfield
741,137649.5995,758052.6554,1369110.045,547.8206953,741,YES,North Strathfield_Beronga St and Tenterfield St,134621.1525,Concord West - North Strathfield
742,136749.6946,760184.3636,1372938.957,674.2957592,742,YES,North Strathfield Station_East,135116.7183,Concord West - North Strathfield
743,21123.37765,505841.2257,1017598.987,2434.365741,743,YES,Drummoyne_Gladesville Bridge,343977.3305,Drummoyne - Rodd Point
744,202444.2567,742707.6279,1203552.322,2380.355295,744,YES,Five Dock _Great N Rd and Queens Rd,448842.3279,Five Dock - Abbotsford
745,49689.94992,529637.2396,959678.8444,9.51E-05,745,YES,White Bay,163889.3388,Balmain
800,32.68154633,18880.83454,428586.3036,9.51E-05,800,YES,Cockatoo Island,178832.136,Balmain
801,10011.5174,506488.4157,890066.2614,3394.242151,801,YES,Birchgrove Louisa Rd Wharf,574672.1361,Balmain
802,44413.05319,557138.2881,992475.5645,1634.759764,802,YES,Balmain West Elliott St Wharf,244694.7659,Balmain
803,11687.33335,548387.4357,946680.0632,1958.458237,803,YES,Balmain_Thames St and Trouton St,227909.9949,Balmain
804,206007.8714,663782.9312,1101459.385,2723.775443,804,YES,Balmain_Montague St and Darling St,341951.8577,Balmain
805,18919.33736,488229.261,850004.0728,2056.491282,805,YES,Balmain Ferry Wharf Darling Street,293610.0875,Balmain
806,24284.55033,564537.6671,974089.4715,1602.786478,806,YES,Gladstone Park,246299.4691,Balmain
807,387054.1847,762026.5991,1270614.585,2018.587296,807,YES,Balmain_Roseberry St,216037.229,Balmain
808,270232.1326,696350.0339,1193933.873,1239.899161,808,YES,Balmain_Punch Pk,88476.08753,Balmain
812,67269.36112,543548.9834,947210.9838,2651.620896,812,YES,Rozelle Bay MLR,511553.9661,Leichhardt - Annandale
813,66916.76894,534861.1857,890907.6788,2697.268428,813,YES,Lilyfield MLR,600564.7926,Leichhardt - Annandale
814,48221.89748,491428.4183,824462.6031,2693.313308,814,YES,Leichhardt Darley Rd,523392.0313,Leichhardt - Annandale
815,28302.54594,464595.0009,765344.6529,1818.947867,815,YES,Leichhardt_Catherine St and Hill St,284237.4772,Leichhardt - Annandale
816,55523.49267,542196.2196,934704.9208,2767.547284,816,YES,Leichhardt_Foster St and Walter St,355258.7534,Leichhardt - Annandale
817,74550.88739,560852.5749,968497.2635,1464.130404,817,YES,Leichhardt_Town Hall,211166.8527,Leichhardt - Annandale
818,69928.52513,489725.3546,865398.9693,3479.633283,818,YES,Annandale_Johnston St and Booth St,437341.8164,Leichhardt - Annandale
819,73984.87468,522863.5969,950898.4238,2714.081875,819,YES,Leichhardt_Norton Plaza_Italian Forum,365859.4993,Leichhardt - Annandale
820,79883.11939,560586.4512,939738.5539,3714.730452,820,YES,Annandale,537083.9675,Leichhardt - Annandale
821,36934.17412,565422.4848,992707.0645,3586.726203,821,YES,Leichhardt_Market Place,637957.8481,Leichhardt - Annandale
824,275614.5639,711584.3231,1172868.523,2467.644045,824,YES,Balmain High School,254781.3537,Lilyfield - Rozelle
825,282809.2983,726990.3957,1189934.288,1032.790738,825,YES,Rozelle_Cambridge St and Moodie St,226087.8864,Lilyfield - Rozelle
826,439768.947,839954.2075,1302781.389,2165.307318,826,YES,Rozelle Public School,317184.527,Lilyfield - Rozelle
827,384295.0272,771764.3612,1281372.462,458.6981098,827,YES,Balmain_Smith St and Marsfield St,51562.20955,Lilyfield - Rozelle
828,509968.6205,946018.5399,1408322.97,0.000103572,828,YES,Balmain_Coal Berth,81327.83586,Lilyfield - Rozelle
829,10935.07163,395610.9608,774910.7313,273.359825,829,YES,Callan Park_Rozelle,648767.3078,Lilyfield - Rozelle
830,11038.60962,465255.1514,886091.9849,0.000103572,830,YES,Glebe Island,266972.2712,Lilyfield - Rozelle
831,357179.9492,781191.2793,1227997.447,3011.468957,831,YES,Rozelle_Easton Pk,365015.4745,Lilyfield - Rozelle
832,199618.2204,645232.3255,1077406.531,13.37140097,832,YES,Rozelle Yard,96978.97408,Lilyfield - Rozelle
833,103592.7975,571484.6019,977630.0691,2952.498518,833,YES,Lilyfield_Balmain Rd and Grove St,401654.8782,Lilyfield - Rozelle
834,63069.5518,568798.6764,971616.0308,2294.860574,834,YES,Leichhardt Oval,555436.2956,Lilyfield - Rozelle
835,89477.86916,552964.4981,921653.9714,0.000103572,835,YES,Lilyfield_War Memorial Pk,161148.676,Lilyfield - Rozelle
836,518818.8523,979112.559,1414478.691,0.000103572,836,YES,White Bay Power Station,37850.17683,Lilyfield - Rozelle
837,321856.3721,748248.5443,1178496.353,0.000103572,837,YES,Rozelle_Sydney Boathouse,132878.8567,Lilyfield - Rozelle
894,51928.88133,705302.0313,1377564.187,709.7370257,894,YES,Burwood_Gladstone St,72964.19849,Burwood - Croydon
895,145127.786,857636.6571,1467284.923,1375.137474,895,YES,Burwood Station_North,105403.0716,Burwood - Croydon
896,176718.4346,952114.3194,1531125.306,821.0942867,896,YES,Burwood Station_South,69837.56042,Burwood - Croydon
897,23169.80687,300402.0147,982613.3034,2249.700801,897,YES,Canterbury Station_North,351661.5087,Canterbury (North) - Ashbury
898,41809.86012,591808.1895,1170011.639,2072.697091,898,YES,Ashfield RSL Club,237934.8465,Ashfield
899,12857.48746,174504.9015,910148.9382,2007.732993,899,YES,Hurlstone Park Station,394826.9577,Canterbury (North) - Ashbury
900,27785.45773,390847.6828,921892.3378,3426.868306,900,YES,Ashfield_Frederick St and Henry St,488695.4132,Ashfield
901,29041.80729,444396.933,1013672.794,3867.484846,901,YES,Ashfield_Chandos St and Loftus St,299709.622,Ashfield
902,26317.4903,413901.3082,1030705.001,4432.223998,902,YES,Ashfield Station_North,480600.4655,Ashfield
903,38538.35864,529953.415,1031875.76,1940.63233,903,YES,Ashfield Park,300307.4997,Ashfield
904,83543.23544,802869.4816,1337769.457,1077.638069,904,YES,Ashfield Station_South,205511.6031,Ashfield
905,17920.70115,166631.2083,938368.7215,3202.235833,905,YES,Ashfield,508461.7939,Ashfield
906,20968.1374,200650.4708,948332.641,3502.39646,906,YES,Masonic Hospital,531286.0637,Ashfield
907,16153.59611,131280.0207,847171.7857,2073.823067,907,YES,Canterbury Boys High School,610289.0042,Ashfield
910,114709.0538,781465.2439,1404221.448,1464.865842,910,YES,Burwood Park,353991.461,Burwood - Croydon
911,28281.78043,560803.6623,1085209.325,1984.549784,911,YES,Burwood Girls High School,567651.6358,Burwood - Croydon
912,23326.95558,447675.0527,951361.4914,1535.249618,912,YES,Croydon_Byron St and Bay St,410270.4561,Burwood - Croydon
913,196519.514,907269.33,1503592.911,1357.359678,913,YES,Burwood_Elsie St,86057.71709,Burwood - Croydon
914,29271.68993,514215.8523,1078164.527,1644.215383,914,YES,Burwood_Lucas Rd and Queen St,325008.596,Burwood - Croydon
915,99848.96027,808533.8844,1437621.039,1772.596615,915,YES,Burwood Plaza,124940.111,Burwood - Croydon
916,29655.64642,453141.8433,1086950.43,2000.775477,916,YES,Croydon Public School,332389.1386,Burwood - Croydon
917,64347.45006,767406.1855,1381109.795,2571.714882,917,YES,Burwood_Burwood Rd and Clarence St,250328.7553,Burwood - Croydon
918,40422.17681,609807.6371,1238590.6,603.2709014,918,YES,Burwood East,135314.3525,Burwood - Croydon
919,28514.24947,409162.0072,1064059.093,1401.77238,919,YES,Croydon Station_North,218232.3027,Burwood - Croydon
920,30809.14449,499685.6842,1131263.098,1894.780677,920,YES,Burwood_Angelo St and Minna St,420843.6049,Burwood - Croydon
921,46915.62853,711641.1541,1302510.075,1658.818525,921,YES,Croydon Station_South,436689.5217,Burwood - Croydon
922,34691.90792,479364.7243,1125036.011,1442.92534,922,YES,Burwood_Weldon St and Ethel St,404860.9061,Burwood - Croydon
924,32575.10982,477987.0439,1053112.876,891.8814497,924,YES,Canterbury Station_South,141384.1223,Canterbury (North) - Ashbury
925,12529.0658,86046.12811,801252.9928,3364.552475,925,YES,Chubb,967983.4866,Canterbury (North) - Ashbury
926,15021.28497,112625.564,856359.6378,0.000109993,926,YES,Canterbury Park Racecourse,475014.9017,Canterbury (North) - Ashbury
927,24950.53088,396106.8466,988816.9335,1187.300873,927,YES,Hurlstone Memorial Reserve,257560.7896,Canterbury (North) - Ashbury
928,11503.20769,332586.4434,955232.7792,1268.831299,928,YES,Hurlstone Park_Edgeware School,433586.1321,Canterbury (North) - Ashbury
931,26392.8796,171970.9933,953439.7848,2445.307034,931,YES,Burwood Heights_Badminton Rd and Hume Hwy,520970.113,Croydon Park - Enfield
932,20695.09829,115037.8484,909519.7337,2963.793559,932,YES,Henley Park,725155.5388,Croydon Park - Enfield
933,25714.87172,162365.6849,968801.7258,1925.292591,933,YES,Croydon_Wesley Private Hospital,348468.7581,Croydon Park - Enfield
934,23296.07075,98402.98897,885476.0545,2460.874124,934,YES,Croydon Park_Beaufort St and Kater Pl,554213.7156,Croydon Park - Enfield
935,22919.66061,93269.49185,889589.7007,3541.619633,935,YES,Croydon Park_Portland St and Georges River Rd,871352.3117,Croydon Park - Enfield
936,25618.95966,92543.58237,881063.0242,4663.113059,936,YES,Croydon Park,943867.5878,Croydon Park - Enfield
939,189359.4944,818556.1294,1311662.708,2636.237426,939,YES,Lewisham Station_South,511547.501,Dulwich Hill - Lewisham
940,30557.73152,485873.7357,981646.1721,1896.96598,940,YES,Dulwich Hill_Johnson Park,327875.5579,Dulwich Hill - Lewisham
941,32064.00654,483219.2264,988115.2822,3094.933153,941,YES,Dulwich Hill Pigott St,351866.7734,Dulwich Hill - Lewisham
942,15466.0436,239318.2241,883248.2187,2433.936415,942,YES,Dulwich High School,375386.8764,Dulwich Hill - Lewisham
943,18569.85785,164341.1247,860307.5907,2759.964603,943,YES,Dulwich Hill_Dixon Av and Elizabeth Av,351426.7734,Dulwich Hill - Lewisham
944,24252.20715,554512.9195,997943.1856,1827.039435,944,YES,Dulwich Hill Station_North,350826.6592,Dulwich Hill - Lewisham
945,28941.79688,529355.3216,994329.0231,2012.94743,945,YES,Dulwich Hill_Terrace Rd and Consett St,228642.6686,Dulwich Hill - Lewisham
946,22446.75905,574668.8653,1008806.426,937.9755577,946,YES,Dulwich Hill Station_South,199292.3697,Dulwich Hill - Lewisham
949,13925.48949,410469.6994,827276.4908,1647.94158,949,YES,Dobroyd Pt Primary School,652429.912,Haberfield - Summer Hill
950,86729.2905,670059.9757,1096811.785,2407.527303,950,YES,Haberfield,929737.3777,Haberfield - Summer Hill
951,36406.37924,560365.9245,978930.2915,2683.008802,951,YES,Haberfield_Marion St and Ramsay Rd,796042.1586,Haberfield - Summer Hill
952,113352.9039,821006.4926,1295351.902,2625.679488,952,YES,Summer Hill Station_North,349592.8768,Haberfield - Summer Hill
953,124479.3289,832861.8357,1327212.416,551.9331342,953,YES,Summer Hill Station_South,109748.0237,Haberfield - Summer Hill
954,41311.49033,635736.6612,1127839.701,1486.761816,954,YES,Allied Mills,248630.2056,Haberfield - Summer Hill
955,22205.10214,334842.8533,973206.3689,2638.147877,955,YES,Summer Hill_Henson St and Junction Rd,382112.2633,Haberfield - Summer Hill
958,30960.7446,337385.5985,1059638.862,1226.918081,958,YES,Homebush Park Business Centre,944379.1145,Homebush
959,9915.839012,37987.78894,260117.7616,2242.850155,959,YES,Campus Business Park,294570.243,Homebush
960,13768.20939,103004.2649,732007.78,2093.860117,960,YES,Courallie Ave and Telopea Ave,185105.1296,Homebush
